TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
@Apple don’t advertise your #iWatch3 for swimming workouts and waterproof if water damage isn’t covered under warranty...,Apple,30/11/2017,171.85,0.0130346232179226,41527218.0,19.506,20.556,-1,0.0,$MENTION$ dont advertise your $HASHTAG$ for swimming workouts and waterproof if water damage isnt covered under warranty...
RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,-0.6,$RESERVED$ $MENTION$: Dont ask if your dreams are crazy. Ask if theyre crazy enough. $HASHTAG$ $URL$
RT @greenmissionmom: Now you can #save $1 on @cottonelle at @Walmart when you use the #IBotta app! https://t.co/wkBjr3WHOc #ad #savings,Walmart,30/06/2017,75.68,0.004360465116279,6963283.0,12.629,18.329,-1,0.0,$RESERVED$ $MENTION$: Now you can $HASHTAG$ $1 on $MENTION$ at $MENTION$ when you use the $HASHTAG$ app! $URL$ $HASHTAG$ $HASHTAG$
RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,1,-0.6,$RESERVED$ $MENTION$: Dont ask if your dreams are crazy. Ask if theyre crazy enough. $HASHTAG$ $URL$
"RT @Reuters: Rosenstein has not resigned, still U.S. deputy attorney general: source https://t.co/dwZT2pdqfL",Reuters,24/09/2018,50.0496,-0.0015404718519229,3348541.0,9.996,13.515,1,0.05,"$RESERVED$ $MENTION$: Rosenstein has not resigned, still U.S. deputy attorney general: source $URL$"
#SierraBurgessIsALoser starring @shannonpurser is available to stream now on @netflix! https://t.co/LOGl56A9Gl https://t.co/0h68FRetpm,Netflix,11/09/2018,355.93,-0.0203691737139325,6198063.0,39.985,36.327,-1,0.5,$HASHTAG$ starring $MENTION$ is available to stream now on $MENTION$! $URL$ $URL$
@PatriotsInform @CBS Damn... That's really premature,CBS,30/09/2018,57.45,-0.0156657963446476,2744527.0,13.102,18.511,1,0.2,$MENTION$ $MENTION$ Damn... That's really premature
I will never get over this night honestly! Our Vietnam hotel... @bookingcom vs reality https://t.co/uIpva1H8LG,bookingcom,06/09/2018,1909.5,0.0220214715894212,411856.0,17.378,26.539,1,0.75,I will never get over this night honestly! Our Vietnam hotel... $MENTION$ vs reality $URL$
RT @ReluctantWarri2: @DesignationSix @CocaCola @FoxNews It would be great for Coca Cola to reconsider advertising on FOX. As an iconic Amer…,CocaCola,24/09/2018,46.07,0.0110701107011069,10778892.0,13.678,11.392,-1,0.8,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ It would be great for Coca Cola to reconsider advertising on FOX. As an iconic Amer
RT @Jason_Lucas001: #BoycottNike @Nike you may want to rethink who you back.  Colon Kaeperfarts is a lazy POS asshole.  Glen Coffee is hero…,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,-1,0.0,$RESERVED$ $MENTION$: $HASHTAG$ $MENTION$ you may want to rethink who you back. Colon Kaeperfarts is a lazy POS asshole. Glen Coffee is hero
"RT @57Veronica: @pscoordsen13 @netflix Beast hug?! Sure, we're allowed to dream! 😄 Especially when we're celebrating our #ThursdayThoughts…",Netflix,14/09/2018,364.56,-0.0236723721746763,4756426.0,46.007,37.876,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ Beast hug?! Sure, we're allowed to dream! $EMOJI$ Especially when we're celebrating our $HASHTAG$"
RT @MattStocker7: Love and Death at the Renaissance Fair  https://t.co/xzeKh5r1o7 via @amazon only 99 cents this week. #books #discounts #B…,Amazon,27/10/2018,1642.81,0.0130203736281128,14963783.0,74.59100000000002,49.036,1,0.4,$RESERVED$ $MENTION$: Love and Death at the Renaissance Fair $URL$ via $MENTION$ only $NUMBER$ cents this week. $HASHTAG$ $HASHTAG$ $HASHTAG$
"RT @Reuters: 'Today is a sad day for Myanmar, Reuters journalists Wa Lone and Kyaw Soe Oo, and the press everywhere' - Reuters Editor-in-Ch…",Reuters,03/09/2018,49.0473,0.0,3566561.0,19.213,16.855,1,-0.5,"$RESERVED$ $MENTION$: 'Today is a sad day for Myanmar, Reuters journalists Wa Lone and Kyaw Soe Oo, and the press everywhere' - Reuters Editor-in-Ch"
@benmurraybruce @OfficialAPCNg @TheEconomist @HSBC @MBuhari Obama should com and carry his economist and team. We h… https://t.co/nTf4bbZ5tM,HSBC,14/09/2018,658.4,-0.011543134872418,18315618.0,11.587,12.026,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Obama should com and carry his economist and team. We h $URL$
@noahcent  @netflix listening?,Netflix,14/09/2018,364.56,-0.0236723721746763,4756426.0,46.007,37.876,1,0.0,$MENTION$ $MENTION$ listening?
RT @Reuters: From @ReutersTV: Two daredevil wingsuit fliers stage terrifying stunt over the Alps https://t.co/fu7G5gmHYk,Reuters,30/11/2017,48.5406,0.0052183120933816,816955.0,7.222,18.276,1,-1.0,$RESERVED$ $MENTION$: From $MENTION$: Two daredevil wingsuit fliers stage terrifying stunt over the Alps $URL$
"RT @Reuters: U.S. ready to resume North Korea talks, seeks denuclearization by 2021 https://t.co/3WVwJfvge5",Reuters,19/09/2018,50.0055,0.0026437091919889,7045324.0,10.691,13.978,1,0.2,"$RESERVED$ $MENTION$: U.S. ready to resume North Korea talks, seeks denuclearization by $NUMBER$ $URL$"
RT @netflix: WE DID A FUN THING YOU MIGHT ENJOY. New profile icons from your Netflix faves. https://t.co/YyB2HYTUic,Netflix,25/07/2018,362.87,-0.0050155703144376,8518308.0,38.726,42.209,-1,0.35,$RESERVED$ $MENTION$: WE DID A FUN THING YOU MIGHT ENJOY. New profile icons from your Netflix faves. $URL$
"Check out 1971 Volkswagen Type 2 Bus (T2B) ""Lost"" TV Series (2004-2010) 1/64 Diecast Model https://t.co/OhfSnmrSCb @eBay",eBay,30/11/2017,34.67,0.0380732621863282,16415238.0,21.166,19.543,-1,0.0,"Check out $NUMBER$ Volkswagen Type $NUMBER$ Bus (T2B) ""Lost"" TV Series (2004-2010) $NUMBER$/64 Diecast Model $URL$ $MENTION$"
Boycott? What #boycott? Yeah. I’m all about talking with my $$. And my $$ will be buying two new pair of @Nike kix.,Nike,07/09/2018,80.3,-0.0087173100871731,6633912.0,21.364,18.219,1,0.0,Boycott? What $HASHTAG$? Yeah. Im all about talking with my $$. And my $$ will be buying two new pair of $MENTION$ kix.
RT @eBayROCteam: Munro American Womens 7 1/2 M Black Leather Slip On Shoes Shock Absorbing Heels #Munro https://t.co/aclw8idCoi via @eBay @…,eBay,18/09/2018,34.12,-0.0005861664712777,8724806.0,14.582,14.156,1,0.0111111111111111,$RESERVED$ $MENTION$: Munro American Womens $NUMBER$ $NUMBER$/2 M Black Leather Slip On Shoes Shock Absorbing Heels $HASHTAG$ $URL$ via $MENTION$ $MENTION$
@Sheilanmm Yes we need to #SaveDallas @TheCW @CBS @tntdrama @ABCNetwork @netflix @warnerbrostv so please help the f… https://t.co/91Yo7jpP6D,CBS,01/09/2018,53.02,0.0164089023010184,1708079.0,15.787,28.833,-1,0.0,$MENTION$ Yes we need to $HASHTAG$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ so please help the f $URL$
"So long, farewell @VW #Beetle @OneMinuteBriefs @UKVolkswagen #creative #car #advertising #marketing https://t.co/DyzIkMBRZh",Volkswagen,17/09/2018,143.88,-0.0030581039755351,1111914.0,15.116,21.78,1,-0.05,"So long, farewell $MENTION$ $HASHTAG$ $MENTION$ $MENTION$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$"
"Check out Art Through the Star Stream Oracle. Brand New, Free Shipping, Priority  https://t.co/0TRetfDwNr via @eBay",Oracle,19/10/2018,47.59,0.0134482034040763,17768405.0,25.321,19.567,-1,0.0,"Check out Art Through the Star Stream Oracle. Brand New, Free Shipping, Priority $URL$ via $MENTION$"
"RT @JoelakaMaG: shout-out to @netflix for hiring @VernaMyers, a marvel and dynamo in the field. they're lucky to have her. seriously (and s…",Netflix,04/09/2018,363.6,0.0112211221122111,7605161.0,35.184,35.713,1,0.0,"$RESERVED$ $MENTION$: shout-out to $MENTION$ for hiring $MENTION$, a marvel and dynamo in the field. they're lucky to have her. seriously (and s"
RT @Starbucks: @Pikuchen We love a legend. 💚,Starbucks,26/09/2018,57.27,0.003143006809848,7757332.0,16.29,12.894,1,0.5,$RESERVED$ $MENTION$: $MENTION$ We love a legend. $EMOJI$
RT @__PTAH: @POTUS @VP @UN @CIA @FBI @FOXTV @Reuters @UPI @BBC @CNN @CBS @AP @Ruptly @nbc @CNBC @MSN @ABC @AlJazeera…,CBS,31/10/2017,56.12,0.0112259444048468,5025223.0,20.76,21.436,1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
"RT @mikeroweworks: MOM BROKE AMAZON!!! Last night, a few hours after my Mom’s book was made available for pre-order on @amazon it went to #…",Amazon,11/09/2018,1987.15,-0.0176534232443449,5033645.0,29.692,19.973,1,0.0,"$RESERVED$ $MENTION$: MOM BROKE AMAZON!!! Last night, a few hours after my Moms book was made available for pre-order on $MENTION$ it went to $HASHTAG$"
RT @IBM: Happy birthday @NASA. We are proud to be your partner in space exploration for more than 55 years. #NASA60th. https://t.co/XE5jNiS…,IBM,02/10/2018,153.75,-0.0165203252032519,3030125.0,15.205,11.548,1,0.8,$RESERVED$ $MENTION$: Happy birthday $MENTION$. We are proud to be your partner in space exploration for more than $NUMBER$ years. $HASHTAG$. $URL$
@pepsi @vlnto @ladygaga I know it Gaga is the best for her performance 💃💄💋👠 I love her 😍.,Pepsi,01/02/2017,103.01,0.0045626638190466,3515578.0,9.724,8.722000000000001,1,0.75,$MENTION$ $MENTION$ $MENTION$ I know it Gaga is the best for her performance $EMOJI$$EMOJI$$EMOJI$$EMOJI$ I love her $EMOJI$.
@Exalted_Oreo @sundarpichai @Google Congress questioned FBI and CIA Director's and both stated none of the refugees could be properly vetted,Google,31/01/2017,820.19,0.0302856655165265,2020180.0,21.549,14.953,1,0.0,$MENTION$ $MENTION$ $MENTION$ Congress questioned FBI and CIA Director's and both stated none of the refugees could be properly vetted
@JohnLegere @ATT You won’t even believe how much money my family is saving per month by switching from AT&amp;T to T-Mobile.,AT&T,24/10/2018,30.36,0.0826745718050065,118852875.0,49.048,30.16,1,0.2,$MENTION$ $MENTION$ You wont even believe how much money my family is saving per month by switching from AT&amp;T to T-Mobile.
RT @ShopFloorNAM: READ THIS! Why @Nissan is driving Mississippi's econnomy. @JayTimmonsNAM @MSManufacturers https://t.co/eZd39KoY07,Nissan,31/07/2017,1096.0,0.010492700729927,26197800.0,26.801,17.79,1,0.0,$RESERVED$ $MENTION$: READ THIS! Why $MENTION$ is driving Mississippi's econnomy. $MENTION$ $MENTION$ $URL$
@facebook every 4 days I'm kicked out of my account and have to upload a picture to get back in. I have a business… https://t.co/fF9zlolKw7,Facebook,22/09/2018,162.93,0.0007978886638433,45994800.0,24.339,21.958,1,0.0,$MENTION$ every $NUMBER$ days I'm kicked out of my account and have to upload a picture to get back in. I have a business $URL$
RT @JohnLegere: Introducing the @Verizon &amp; @ATT #HallofLame sand castle! @TMobile helped create a pretty epic #HallofLame sandcastle at the…,AT&T,03/09/2018,31.94,0.0,31258912.0,15.87,22.992,1,0.0,$RESERVED$ $MENTION$: Introducing the $MENTION$ &amp; $MENTION$ $HASHTAG$ sand castle! $MENTION$ helped create a pretty epic $HASHTAG$ the
"When you're short and no one can see you at the counter to order, mobile ordering @Starbucks really comes in handy",Starbucks,23/10/2018,58.81,-0.0025505866349261,12834169.0,24.98,21.975,-1,0.2666666666666666,"When you're short and no one can see you at the counter to order, mobile ordering $MENTION$ really comes in handy"
RT @aliotta_joe: The only thing @Starbucks cares about is selling 10k more cups of over priced coffee. #boycottstarbucks https://t.co/gZGEq…,Starbucks,31/01/2017,55.22,0.0162984425932632,14307985.0,23.916,17.298,-1,0.25,$RESERVED$ $MENTION$: The only thing $MENTION$ cares about is selling $NUMBER$k more cups of over priced coffee. $HASHTAG$ $URL$
Check out Imperial Glass Swan Candy Dish Pink Iridescent Carnival Glass with AIG Mark Tag   https://t.co/sqqRs62cVH via @eBay,eBay,11/09/2018,34.11,-0.0035180299032541,4970617.0,17.473,15.015999999999998,-1,-0.1,Check out Imperial Glass Swan Candy Dish Pink Iridescent Carnival Glass with AIG Mark Tag $URL$ via $MENTION$
RT @Wendys: @DFusions @McDonalds Only when the ice cream machine isn't broken.,McDonald's,31/03/2017,129.61,-0.0012344726487155,3041677.0,4.766,6.7920000000000025,1,-0.2,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ Only when the ice cream machine isn't broken.
"RT @bjscodywody1: @TomFitton @Nike JUST DO IT! If you own Nike products, burn them.BOYCOTT NIKE.    BOYCOTT NFLAMERICA FIRST. Time to shu…",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ JUST DO IT! If you own Nike products, burn them.BOYCOTT NIKE. BOYCOTT NFLAMERICA FIRST. Time to shu"
"RT @PeteHegseth: Try this one on for size, @Nike. https://t.co/k0mMrxn0kT",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,"$RESERVED$ $MENTION$: Try this one on for size, $MENTION$. $URL$"
"RT @slpng_giants: Hey @Ryanair, you make a statement about this yet? https://t.co/03A0vvXdHj",Ryanair,22/10/2018,11.93,-0.0402347024308466,1331039.0,39.683,50.326,1,0.0,"$RESERVED$ $MENTION$: Hey $MENTION$, you make a statement about this yet? $URL$"
#eBay Thai Buddha amulet PHRA PID TA Close eyes brass statue protect evil harm 3 cm  https://t.co/ZpswUF2Nyd via @eBay,eBay,27/10/2018,27.34,-0.0018288222384784,16691760.0,54.536,37.821,-1,-1.0,$HASHTAG$ Thai Buddha amulet PHRA PID TA Close eyes brass statue protect evil harm $NUMBER$ cm $URL$ via $MENTION$
RT @ShawnMendes: Thank you @Apple for including me in this amazing ad! #BehindTheMac #ad x https://t.co/CM7948rMCN,Apple,30/10/2018,213.3,0.0140646976090014,36659990.0,31.718000000000004,30.011,1,0.7500000000000001,$RESERVED$ $MENTION$: Thank you $MENTION$ for including me in this amazing ad! $HASHTAG$ $HASHTAG$ x $URL$
"Check out Sports Illustrated The Year in Sports 1991 Well stored, working.  https://t.co/qn99qe6Wn7 via @eBay",eBay,01/10/2018,32.51,0.0156874807751462,11990681.0,23.54,17.737000000000005,1,0.0,"Check out Sports Illustrated The Year in Sports $NUMBER$ Well stored, working. $URL$ via $MENTION$"
RT @Reuters: Shell plans 400 job cuts at Dutch projects and technology department https://t.co/TCih7TgOYW https://t.co/UGe2J5kHfu,Shell,31/07/2017,2133.0,-0.0082044069385841,7081282.0,13.307,13.591,1,0.0,$RESERVED$ $MENTION$: Shell plans $NUMBER$ job cuts at Dutch projects and technology department $URL$ $URL$
RT @Microsoft: The #AzureSphere dev kit is now available. Experience the future of #IoT solutions: https://t.co/03u8ehaY42,Microsoft,02/10/2018,115.15,-0.0067737733391228,20787239.0,11.251,15.872,1,0.4,$RESERVED$ $MENTION$: The $HASHTAG$ dev kit is now available. Experience the future of $HASHTAG$ solutions: $URL$
"RT @YNB: Dagnabit, I love @nike even MORE now!!!! This is solar eclipse level shade. This is shade level five hundred seventeen! @Nike says…",Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,0.75,"$RESERVED$ $MENTION$: Dagnabit, I love $MENTION$ even MORE now!!!! This is solar eclipse level shade. This is shade level five hundred seventeen! $MENTION$ says"
RT @Chris_short1991: @Tesco @jamieoliver @LidlUK You need a new customer?? 🙄,Tesco,11/09/2018,236.8,0.0088682432432432,22470222.0,15.199000000000002,17.422,1,0.1363636363636363,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ You need a new customer?? $EMOJI$
RT @Sony: New @mariahcarey out now. #GTFO https://t.co/5g4gHelptCTHIS IS NOT A DRILL https://t.co/m388HV2cOB,Sony,13/09/2018,6394.0,-0.0233030966531122,4823300.0,13.909,17.854,-1,0.1363636363636363,$RESERVED$ $MENTION$: New $MENTION$ out now. $HASHTAG$ $URL$ IS NOT A DRILL $URL$
I'm Not Broken by Amy Beth Outland https://t.co/EZaZZClZCP via @amazon,Amazon,31/05/2017,994.62,0.0011662745571172,3913115.0,10.034,14.566,1,0.2,I'm Not Broken by Amy Beth Outland $URL$ via $MENTION$
@Apple please let us set videos as wallpapers,Apple,25/10/2018,219.8,0.0038671519563239,29855768.0,33.965,30.162,1,0.0,$MENTION$ please let us set videos as wallpapers
Check out Vtg FLINTSTONES Collectors lot of 15 Barney Dino figures windups toys 80s &amp; 90s  https://t.co/7osAzRu1Pb via @eBay,eBay,30/06/2017,34.92,-0.00028636884307,10845469.0,19.665,22.269,-1,0.0,Check out Vtg FLINTSTONES Collectors lot of $NUMBER$ Barney Dino figures windups toys $NUMBER$s &amp; $NUMBER$s $URL$ via $MENTION$
RT @adidas: AVAILABLE NOW. YEEZY BOOST 350 V2 TRIPLE WHITE https://t.co/akUyHuFbZ9 AND https://t.co/Q5pfPpfvrF https://t.co/9HutX8e1ii,adidas,23/09/2018,210.6,-0.0042735042735043,1578461.0,14.836,15.380999999999998,1,0.4,$RESERVED$ $MENTION$: AVAILABLE NOW. YEEZY BOOST $NUMBER$ V2 TRIPLE WHITE $URL$ AND $URL$ $URL$
RT @Apple: It takes 3 things to make a great photo. Find out in a Photo Lab at the Apple store.,Apple,06/08/2018,209.07,-0.0051657339647007,25425387.0,35.354,22.808000000000003,-1,0.8,$RESERVED$ $MENTION$: It takes $NUMBER$ things to make a great photo. Find out in a Photo Lab at the Apple store.
@welcomingcenter @Hermangild @FreeLibrary @UPS Token Photo op  ≠ Diversity🤬🤬 Philly ranks #37 🤬🤬… https://t.co/izUdZXjMwd,UPS,24/10/2018,107.93,0.0793106643194662,5794623.0,38.893,23.908,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Token Photo op Diversity Philly ranks $HASHTAG$ $URL$
Find us today at @facebook @at_scale_events showcasing #Predix technology and our digital volcano experience:… https://t.co/tFWlm6HR4H,Facebook,31/08/2017,171.97,-0.0275047973483746,17226465.0,12.773,17.703,1,0.0,Find us today at $MENTION$ $MENTION$ showcasing $HASHTAG$ technology and our digital volcano experience: $URL$
"RT @PierreTPelican: While you were binge watching @Stranger_Things on @netflix last night, our @PelicansNBA were getting that W against…",Netflix,31/10/2017,196.43,0.0158326121264571,5518595.0,20.059,30.692,1,0.0,"$RESERVED$ $MENTION$: While you were binge watching $MENTION$ on $MENTION$ last night, our $MENTION$ were getting that W against"
Check out Eric B. &amp; Rakim Paid in Full 1987 CD Rare OOP OG 4th &amp; B'way 80s Hip-Hop/Rap https://t.co/svbQfBL12X @eBay,eBay,24/09/2018,33.72,0.0094899169632265,8746536.0,9.487,14.181,1,0.325,Check out Eric B. &amp; Rakim Paid in Full $NUMBER$ CD Rare OOP OG $NUMBER$th &amp; B'way $NUMBER$s Hip-Hop/Rap $URL$ $MENTION$
RT @DrJimmyStar: Check out Mens Encore by Fiesso Black Leather Driving Shoes Size 12 https://t.co/QzMHHh7Cbv @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,1,-0.1666666666666666,$RESERVED$ $MENTION$: Check out Mens Encore by Fiesso Black Leather Driving Shoes Size $NUMBER$ $URL$ $MENTION$
RT @SisterEuphemia: @DesignationSix @jptoner50 @Walmart @Chewy @OmahaSteaks @IdahoPotato @MyPillowUSA @Nestle @StarKistCharlie @SharperImag…,Nestle,22/10/2018,83.02,-0.0118043844856659,5996633.0,25.882,16.797,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
